user_id,age_bucket,gender,region,language,subscription_status,signup_date,payment_type,utterance_type,device_type,device_subtype,device_model,os_version,app_version,build_number,llm_model,model_version,temperature,max_tokens,streaming_enabled,experiment_id,variant,assignment_date
10791,45-54,M,NA,en,Free,2024-05-10,None,voice,phone,ios,iPhone 13,iOS 17,v1.8.2,b6933,gpt-4.1-mini,2025-12-01,0.58,256,1,voice_latency_optim_v1,treatment,2026-01-06
10792,55+,F,NA,en,Free,2024-03-12,None,click,phone,ios,iPhone 13,iOS 17,v1.9.1,b2653,gpt-4.1-mini,2025-12-01,0.56,1024,1,,,2026-01-06
10793,25-34,Prefer_not_say,EU,es,Free,2024-09-02,None,click,laptop,macbook,MacBook Air M1,macOS 14,v1.9.0,b5655,gpt-4o,2025-11-15,1.11,256,1,,,2026-01-06
10794,25-34,M,EU,de,Plus,2024-10-16,Annual,text,phone,ios,iPhone 15,iOS 17,v1.8.7,b3233,gpt-4.1-mini,2025-12-01,0.64,256,1,,,2026-01-06
10795,55+,F,NA,fr,Plus,2024-12-10,Annual,voice,phone,ios,iPhone 14,iOS 17,v1.9.1,b9689,gpt-4o,2025-11-15,0.67,1024,1,,,2026-01-06
10796,18-24,M,EU,en,Team,2025-08-12,Monthly,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.2,b8650,gpt-4.1-mini,2025-12-01,0.59,256,1,,,2026-01-06
10797,18-24,F,NA,en,Free,2025-07-10,None,text,phone,ios,iPhone 14,iOS 17,v1.7.9,b4342,gpt-4o-mini,2025-10-20,0.63,1024,1,,,2026-01-06
10798,35-44,F,NA,es,Plus,2025-07-19,Monthly,text,phone,ios,iPhone 14,iOS 16,v1.8.2,b9988,gpt-4o,2025-11-15,0.64,1024,1,,,2026-01-06
10799,35-44,F,LATAM,es,Plus,2025-10-24,Monthly,click,phone,ios,iPhone 13,iOS 17,v1.8.2,b4573,gpt-4o,2025-11-15,0.67,512,1,,,2026-01-06
10800,25-34,M,NA,en,Team,2025-09-11,Monthly,click,laptop,macbook,MacBook Air M2,macOS 14,v1.7.9,b5029,gpt-4.1-mini,2025-12-01,0.71,512,1,,,2026-01-06
10801,25-34,Prefer_not_say,EU,en,Free,2024-08-20,None,voice,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.9.0,b2409,gpt-4o,2025-11-15,0.85,1024,1,,,2026-01-06
10802,25-34,F,NA,en,Plus,2025-01-10,Monthly,text,phone,ios,iPhone 13,iOS 17,v1.8.7,b5930,gpt-4o,2025-11-15,0.7,2048,1,,,2026-01-06
10803,25-34,F,NA,en,Free,2025-07-13,None,text,phone,android,Pixel 7,Android 14,v1.9.1,b4580,gpt-4o,2025-11-15,0.18,256,0,,,2026-01-06
10804,35-44,M,APAC,en,Free,2025-08-01,None,voice,phone,ios,iPhone 14,iOS 17,v1.8.2,b5089,gpt-4o,2025-11-15,0.79,512,1,,,2026-01-06
10805,45-54,F,NA,en,Free,2025-01-26,None,text,phone,android,Pixel 7,Android 13,v1.9.1,b5966,gpt-4o,2025-11-15,0.64,1024,0,,,2026-01-06
10806,18-24,M,LATAM,en,Plus,2024-06-10,Monthly,text,phone,ios,iPhone 14,iOS 16,v1.9.0,b2935,gpt-4o,2025-11-15,0.48,256,1,,,2026-01-06
10807,25-34,M,APAC,fr,Team,2024-02-22,Monthly,text,phone,ios,iPhone 14,iOS 17,v1.9.0,b9535,gpt-4o-mini,2025-10-20,0.63,256,1,,,2026-01-06
10808,25-34,M,APAC,de,Plus,2025-06-26,Monthly,voice,phone,ios,iPhone 14,iOS 17,v1.8.7,b7372,gpt-4o-mini,2025-10-20,0.75,1024,0,,,2026-01-06
10809,25-34,M,NA,en,Free,2025-04-11,None,text,phone,android,Pixel 6,Android 14,v1.9.1,b2502,gpt-4o,2025-11-15,1.03,512,1,,,2026-01-06
10810,35-44,M,EU,pt,Plus,2024-10-09,Monthly,text,phone,ios,iPhone 12,iOS 17,v1.9.0,b8645,gpt-4o,2025-11-15,1.03,512,1,,,2026-01-06
10811,25-34,M,APAC,en,Plus,2025-04-04,Monthly,text,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.7.9,b5787,gpt-4o-mini,2025-10-20,0.46,256,1,,,2026-01-06
10812,35-44,M,APAC,en,Plus,2024-04-25,Monthly,text,phone,ios,iPhone 14,iOS 16,v1.8.2,b1750,gpt-4o,2025-11-15,0.78,256,1,,,2026-01-06
10813,35-44,F,NA,en,Plus,2024-12-02,Monthly,text,phone,ios,iPhone 12,iOS 17,v1.9.0,b6701,gpt-4o-mini,2025-10-20,1.1,256,1,,,2026-01-06
10814,25-34,M,NA,de,Free,2024-08-24,None,click,laptop,macbook,MacBook Pro 14,macOS 13,v1.9.1,b1476,gpt-4.1-mini,2025-12-01,0.64,256,1,,,2026-01-06
10815,25-34,M,APAC,en,Free,2024-10-15,None,text,phone,android,Galaxy S22,Android 13,v1.7.9,b3548,gpt-4.1-mini,2025-12-01,0.7,512,1,,,2026-01-06
10816,35-44,F,EU,es,Plus,2025-01-19,Annual,voice,phone,android,Pixel 6,Android 13,v1.9.0,b3806,gpt-4o,2025-11-15,0.75,1024,1,,,2026-01-06
10817,35-44,F,NA,en,Plus,2025-01-22,Annual,text,phone,ios,iPhone 14,iOS 16,v1.9.1,b1232,gpt-4o-mini,2025-10-20,0.95,512,0,,,2026-01-06
10818,18-24,F,APAC,en,Plus,2025-12-17,Monthly,text,phone,ios,iPhone 15,iOS 17,v1.7.9,b9574,gpt-4o,2025-11-15,0.54,512,1,,,2026-01-06
10819,25-34,M,NA,en,Free,2024-10-30,None,click,phone,ios,iPhone 15,iOS 17,v1.9.0,b9828,gpt-4o-mini,2025-10-20,0.69,512,1,,,2026-01-06
10820,25-34,F,EU,en,Free,2024-02-23,None,click,laptop,macbook,MacBook Pro 16,macOS 14,v1.8.2,b4240,gpt-4o-mini,2025-10-20,0.55,512,1,,,2026-01-06
10821,35-44,M,NA,de,Plus,2024-10-08,Annual,text,laptop,macbook,MacBook Pro 14,macOS 13,v1.8.2,b3385,gpt-4o,2025-11-15,0.44,1024,1,,,2026-01-06
10822,18-24,M,NA,hi,Enterprise,2024-09-28,Monthly,text,phone,android,Pixel 7,Android 14,v1.9.0,b9459,gpt-4o-mini,2025-10-20,0.54,1024,1,,,2026-01-06
10823,25-34,F,EU,hi,Plus,2024-04-14,Monthly,text,phone,ios,iPhone 12,iOS 17,v1.8.7,b6600,gpt-4o-mini,2025-10-20,0.76,512,1,,,2026-01-06
10824,25-34,F,NA,ja,Plus,2024-04-11,Monthly,text,laptop,macbook,MacBook Air M2,macOS 13,v1.7.9,b9857,gpt-4.1-mini,2025-12-01,0.14,512,1,,,2026-01-06
10825,45-54,M,LATAM,es,Plus,2024-12-31,Annual,text,phone,ios,iPhone 14,iOS 17,v1.9.1,b9406,gpt-4.1-mini,2025-12-01,0.26,256,1,,,2026-01-06
10826,45-54,M,APAC,en,Plus,2024-01-13,Monthly,text,phone,ios,iPhone 14,iOS 16,v1.9.0,b5519,gpt-4o,2025-11-15,0.53,1024,1,,,2026-01-06
10827,35-44,F,LATAM,en,Enterprise,2024-12-31,Monthly,text,phone,ios,iPhone 12,iOS 16,v1.9.0,b1388,gpt-4.1-mini,2025-12-01,0.79,1024,1,,,2026-01-06
10828,35-44,F,NA,pt,Free,2024-04-23,None,text,phone,android,Pixel 6,Android 13,v1.9.1,b5807,gpt-4o,2025-11-15,0.65,2048,0,,,2026-01-06
10829,18-24,F,NA,es,Plus,2025-02-21,Monthly,text,phone,ios,iPhone 12,iOS 17,v1.8.7,b7864,gpt-4o-mini,2025-10-20,0.94,1024,1,,,2026-01-06
10830,25-34,M,NA,pt,Enterprise,2025-02-08,Monthly,text,phone,ios,iPhone 13,iOS 17,v1.9.1,b8545,gpt-4o,2025-11-15,0.72,1024,0,,,2026-01-06
10831,25-34,F,APAC,es,Free,2024-09-30,None,voice,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.8.7,b5546,gpt-4o-mini,2025-10-20,0.6,1024,1,,,2026-01-06
10832,18-24,M,APAC,en,Plus,2024-02-17,Monthly,voice,laptop,macbook,MacBook Pro 14,macOS 14,v1.9.0,b9356,gpt-4.1-mini,2025-12-01,0.59,512,0,,,2026-01-06
10833,25-34,M,NA,es,Free,2025-07-20,None,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.9.1,b9945,gpt-4o-mini,2025-10-20,0.86,1024,1,,,2026-01-06
10834,35-44,F,NA,en,Free,2024-09-26,None,text,phone,android,Pixel 7,Android 14,v1.8.7,b7009,gpt-4o,2025-11-15,0.56,1024,1,,,2026-01-06
10835,55+,Non-binary,LATAM,hi,Free,2025-09-11,None,voice,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.8.7,b4348,gpt-4o-mini,2025-10-20,0.54,512,1,voice_latency_optim_v1,control,2026-01-06
10836,55+,M,NA,es,Free,2025-06-11,None,text,phone,ios,iPhone 12,iOS 17,v1.9.1,b4729,gpt-4.1-mini,2025-12-01,0.93,1024,1,,,2026-01-06
10837,25-34,M,NA,en,Plus,2025-03-31,Monthly,text,laptop,macbook,MacBook Pro 14,macOS 13,v1.8.7,b5795,gpt-4o,2025-11-15,1.0,1024,1,,,2026-01-06
10838,35-44,M,EU,ko,Team,2025-01-21,Monthly,text,phone,android,Pixel 7,Android 14,v1.8.2,b9032,gpt-4o,2025-11-15,0.92,256,1,,,2026-01-06
10839,35-44,M,APAC,en,Free,2025-10-03,None,voice,phone,android,Galaxy S23,Android 13,v1.8.7,b1852,gpt-4o-mini,2025-10-20,0.58,1024,1,,,2026-01-06
10840,35-44,F,NA,en,Plus,2025-07-25,Monthly,text,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.8.2,b1472,gpt-4o,2025-11-15,0.33,2048,1,,,2026-01-06
10841,25-34,F,APAC,es,Free,2025-02-20,None,text,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.8.7,b9543,gpt-4o,2025-11-15,0.66,1024,1,,,2026-01-06
10842,18-24,M,NA,en,Plus,2024-01-04,Monthly,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.2,b2626,gpt-4o,2025-11-15,0.52,256,1,,,2026-01-06
10843,25-34,M,NA,en,Free,2025-06-14,None,text,laptop,macbook,MacBook Air M1,macOS 13,v1.9.1,b3445,gpt-4o,2025-11-15,0.81,512,1,,,2026-01-06
10844,18-24,F,LATAM,en,Team,2025-11-15,Monthly,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.9.1,b6698,gpt-4o-mini,2025-10-20,1.08,512,1,,,2026-01-06
10845,55+,M,EU,pt,Free,2024-11-21,None,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.8.7,b8145,gpt-4.1-mini,2025-12-01,0.61,2048,1,,,2026-01-06
10846,18-24,M,NA,en,Plus,2025-09-05,Annual,voice,laptop,macbook,MacBook Air M2,macOS 14,v1.9.0,b6733,gpt-4o,2025-11-15,0.79,512,1,voice_latency_optim_v1,treatment,2026-01-06
10847,25-34,F,LATAM,es,Free,2024-05-23,None,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.7.9,b5648,gpt-4o,2025-11-15,0.62,256,0,,,2026-01-06
10848,55+,M,NA,es,Plus,2025-01-15,Monthly,text,phone,ios,iPhone 13,iOS 16,v1.9.0,b8363,gpt-4o,2025-11-15,0.52,1024,1,,,2026-01-06
10849,25-34,M,APAC,ko,Free,2025-10-08,None,click,phone,ios,iPhone 12,iOS 17,v1.9.1,b4238,gpt-4o-mini,2025-10-20,0.57,256,1,,,2026-01-06
10850,18-24,F,APAC,en,Plus,2024-06-07,Monthly,voice,phone,android,Galaxy S22,Android 14,v1.7.9,b6683,gpt-4o-mini,2025-10-20,0.38,512,0,,,2026-01-06
10851,35-44,M,EU,fr,Plus,2024-03-25,Monthly,text,phone,android,Galaxy S22,Android 14,v1.9.0,b9345,gpt-4o,2025-11-15,0.9,512,1,,,2026-01-06
10852,35-44,M,APAC,hi,Free,2025-05-09,None,text,laptop,macbook,MacBook Air M2,macOS 14,v1.8.7,b8935,gpt-4.1-mini,2025-12-01,0.55,1024,1,,,2026-01-06
10853,18-24,F,NA,en,Free,2025-09-10,None,text,phone,ios,iPhone 15,iOS 16,v1.8.7,b7186,gpt-4o-mini,2025-10-20,0.87,256,0,,,2026-01-06
10854,35-44,M,NA,en,Plus,2024-08-17,Annual,voice,phone,ios,iPhone 12,iOS 17,v1.9.1,b4198,gpt-4o-mini,2025-10-20,0.56,512,1,,,2026-01-06
10855,45-54,M,APAC,es,Plus,2025-10-21,Monthly,text,laptop,macbook,MacBook Pro 14,macOS 13,v1.8.2,b4958,gpt-4o-mini,2025-10-20,0.43,1024,1,,,2026-01-06
10856,18-24,Non-binary,EU,en,Free,2025-05-26,None,text,phone,ios,iPhone 12,iOS 17,v1.9.0,b7986,gpt-4o,2025-11-15,0.92,1024,0,,,2026-01-06
10857,18-24,M,NA,en,Free,2025-07-20,None,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.9.0,b9516,gpt-4o,2025-11-15,0.85,512,1,,,2026-01-06
10858,25-34,F,APAC,es,Plus,2025-06-26,Monthly,click,phone,android,Pixel 6,Android 14,v1.8.2,b4852,gpt-4o,2025-11-15,0.7,512,1,,,2026-01-06
10859,25-34,F,EU,en,Team,2024-09-30,Monthly,voice,phone,ios,iPhone 15,iOS 17,v1.9.1,b3882,gpt-4.1-mini,2025-12-01,0.94,1024,1,voice_latency_optim_v1,control,2026-01-06
10860,45-54,M,EU,en,Plus,2024-01-11,Annual,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.7,b3930,gpt-4o,2025-11-15,0.42,512,1,,,2026-01-06
10861,18-24,M,NA,en,Enterprise,2025-12-17,Monthly,text,phone,ios,iPhone 13,iOS 16,v1.8.7,b9607,gpt-4o-mini,2025-10-20,0.42,1024,1,,,2026-01-06
10862,25-34,F,NA,pt,Free,2025-06-30,None,click,phone,android,Galaxy S23,Android 14,v1.8.2,b4916,gpt-4.1-mini,2025-12-01,0.8,256,1,,,2026-01-06
10863,18-24,M,NA,en,Plus,2025-12-16,Monthly,text,phone,android,Pixel 6,Android 13,v1.9.0,b5150,gpt-4o,2025-11-15,0.59,1024,0,,,2026-01-06
10864,35-44,F,NA,es,Free,2025-11-25,None,voice,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.9.0,b4443,gpt-4.1-mini,2025-12-01,0.5,512,1,,,2026-01-06
10865,55+,Non-binary,APAC,hi,Free,2024-09-04,None,text,phone,android,Galaxy S22,Android 14,v1.8.2,b2215,gpt-4o,2025-11-15,0.52,512,0,,,2026-01-06
10866,18-24,M,APAC,en,Enterprise,2024-11-28,Monthly,text,phone,ios,iPhone 12,iOS 17,v1.8.7,b1022,gpt-4o,2025-11-15,0.57,1024,1,,,2026-01-06
10867,45-54,F,NA,en,Enterprise,2024-12-21,Monthly,text,laptop,macbook,MacBook Air M2,macOS 14,v1.8.7,b6315,gpt-4o,2025-11-15,0.97,2048,0,,,2026-01-06
10868,35-44,F,APAC,de,Team,2024-02-18,Monthly,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.2,b6147,gpt-4o,2025-11-15,0.6,2048,1,,,2026-01-06
10869,25-34,F,NA,de,Free,2024-09-17,None,text,phone,ios,iPhone 14,iOS 16,v1.9.0,b1975,gpt-4o,2025-11-15,0.83,1024,1,,,2026-01-06
10870,35-44,F,NA,en,Plus,2024-01-02,Monthly,click,phone,android,Galaxy S23,Android 14,v1.8.7,b7770,gpt-4o,2025-11-15,0.21,2048,1,,,2026-01-06
10871,45-54,F,NA,pt,Free,2024-12-25,None,voice,phone,android,Pixel 6,Android 13,v1.8.7,b6963,gpt-4o-mini,2025-10-20,0.7,512,1,,,2026-01-06
10872,18-24,M,EU,ja,Plus,2025-12-11,Monthly,click,phone,android,Galaxy S22,Android 14,v1.9.0,b6155,gpt-4o-mini,2025-10-20,0.79,256,0,,,2026-01-06
10873,45-54,M,EU,en,Enterprise,2025-02-20,Monthly,text,phone,ios,iPhone 12,iOS 16,v1.9.0,b3033,gpt-4o-mini,2025-10-20,0.71,512,1,,,2026-01-06
10874,35-44,M,EU,en,Plus,2024-05-12,Annual,voice,laptop,macbook,MacBook Pro 14,macOS 13,v1.9.0,b8025,gpt-4o-mini,2025-10-20,0.71,2048,1,voice_latency_optim_v1,treatment,2026-01-06
10875,25-34,M,EU,ja,Plus,2025-09-27,Monthly,voice,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.8.2,b8953,gpt-4.1-mini,2025-12-01,0.82,256,0,,,2026-01-06
10876,18-24,F,APAC,hi,Free,2025-03-01,None,text,phone,ios,iPhone 13,iOS 17,v1.7.9,b7943,gpt-4o,2025-11-15,1.04,512,1,,,2026-01-06
10877,18-24,F,APAC,pt,Free,2025-05-26,None,click,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.9.0,b5479,gpt-4o,2025-11-15,0.72,256,1,,,2026-01-06
10878,18-24,M,APAC,en,Free,2025-12-06,None,text,laptop,macbook,MacBook Air M1,macOS 14,v1.9.0,b5214,gpt-4o,2025-11-15,0.9,1024,1,,,2026-01-06
10879,25-34,M,APAC,en,Free,2025-11-19,None,voice,laptop,macbook,MacBook Pro 14,macOS 13,v1.8.2,b2146,gpt-4o-mini,2025-10-20,1.01,512,1,,,2026-01-06
10880,45-54,M,NA,en,Free,2025-05-23,None,text,phone,android,Pixel 7,Android 14,v1.9.0,b2762,gpt-4o,2025-11-15,0.6,512,0,,,2026-01-06
10881,25-34,F,NA,de,Plus,2024-05-10,Monthly,click,laptop,macbook,MacBook Air M1,macOS 14,v1.8.7,b1360,gpt-4o,2025-11-15,0.62,256,0,,,2026-01-06
10882,35-44,M,NA,en,Free,2025-10-13,None,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.9.0,b6033,gpt-4.1-mini,2025-12-01,0.99,512,1,,,2026-01-06
10883,35-44,M,NA,en,Plus,2025-09-25,Monthly,voice,laptop,macbook,MacBook Pro 16,macOS 14,v1.8.7,b9691,gpt-4o,2025-11-15,0.89,512,1,,,2026-01-06
10884,25-34,M,EU,ko,Free,2025-08-10,None,text,laptop,macbook,MacBook Air M2,macOS 14,v1.9.0,b3962,gpt-4o,2025-11-15,0.85,512,1,,,2026-01-06
10885,35-44,Non-binary,EU,pt,Free,2024-12-21,None,click,phone,ios,iPhone 15,iOS 17,v1.8.2,b8444,gpt-4o,2025-11-15,0.58,1024,0,,,2026-01-06
10886,45-54,M,NA,en,Plus,2024-01-27,Monthly,text,phone,ios,iPhone 15,iOS 16,v1.9.0,b7725,gpt-4o,2025-11-15,0.6,2048,1,,,2026-01-06
10887,35-44,M,APAC,es,Plus,2024-05-15,Annual,text,phone,ios,iPhone 15,iOS 17,v1.7.9,b8897,gpt-4o,2025-11-15,0.66,512,1,,,2026-01-06
10888,35-44,M,EU,ko,Free,2025-10-21,None,text,phone,android,Galaxy S22,Android 14,v1.9.0,b6274,gpt-4o,2025-11-15,0.74,256,1,,,2026-01-06
10889,35-44,F,NA,fr,Enterprise,2025-02-05,Monthly,voice,phone,android,Pixel 7,Android 14,v1.8.7,b4286,gpt-4o,2025-11-15,0.32,512,1,voice_latency_optim_v1,control,2026-01-06
10890,25-34,M,APAC,en,Plus,2024-11-17,Monthly,text,phone,ios,iPhone 13,iOS 17,v1.7.9,b1992,gpt-4o,2025-11-15,0.84,1024,1,,,2026-01-06
10891,18-24,F,NA,en,Plus,2024-01-29,Monthly,voice,laptop,macbook,MacBook Air M2,macOS 13,v1.7.9,b4738,gpt-4o,2025-11-15,0.37,512,1,,,2026-01-06
10892,55+,M,APAC,es,Free,2025-05-06,None,click,phone,android,Pixel 7,Android 13,v1.9.1,b3846,gpt-4o-mini,2025-10-20,0.12,1024,1,,,2026-01-06
10893,55+,F,NA,en,Free,2025-12-12,None,text,phone,ios,iPhone 15,iOS 17,v1.8.2,b4157,gpt-4o,2025-11-15,0.67,512,1,,,2026-01-06
10894,18-24,F,EU,en,Plus,2025-07-18,Monthly,text,phone,android,Pixel 7,Android 14,v1.9.1,b5552,gpt-4o-mini,2025-10-20,0.64,512,1,,,2026-01-06
10895,18-24,Prefer_not_say,EU,fr,Free,2024-04-08,None,text,phone,android,Pixel 7,Android 14,v1.9.0,b8846,gpt-4o,2025-11-15,0.64,256,1,,,2026-01-06
10896,45-54,M,LATAM,en,Free,2025-11-02,None,text,phone,ios,iPhone 15,iOS 16,v1.9.1,b3694,gpt-4o,2025-11-15,0.91,512,1,,,2026-01-06
10897,25-34,F,APAC,fr,Free,2024-07-04,None,text,phone,ios,iPhone 15,iOS 17,v1.7.9,b6591,gpt-4o-mini,2025-10-20,0.18,1024,1,,,2026-01-06
10898,35-44,M,NA,en,Plus,2024-04-13,Monthly,voice,phone,android,Galaxy S22,Android 13,v1.7.9,b1086,gpt-4o,2025-11-15,1.0,1024,1,voice_latency_optim_v1,treatment,2026-01-06
10899,35-44,F,APAC,en,Free,2024-06-27,None,click,phone,ios,iPhone 12,iOS 16,v1.8.7,b9228,gpt-4o-mini,2025-10-20,0.53,512,1,,,2026-01-06
10900,25-34,F,APAC,en,Free,2024-11-28,None,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.7.9,b6383,gpt-4.1-mini,2025-12-01,0.8,1024,1,,,2026-01-06
10901,35-44,M,EU,en,Free,2025-10-01,None,click,phone,android,Galaxy S23,Android 14,v1.8.7,b6399,gpt-4o-mini,2025-10-20,0.55,1024,1,,,2026-01-06
10902,18-24,Prefer_not_say,NA,en,Free,2024-12-15,None,text,phone,android,Pixel 7,Android 14,v1.8.7,b2950,gpt-4o-mini,2025-10-20,0.65,512,1,,,2026-01-06
10903,18-24,F,APAC,en,Free,2025-02-03,None,text,phone,ios,iPhone 15,iOS 17,v1.8.7,b6449,gpt-4o,2025-11-15,0.82,1024,1,,,2026-01-06
10904,25-34,Non-binary,EU,en,Free,2025-11-09,None,text,phone,android,Galaxy S22,Android 14,v1.8.7,b2136,gpt-4o,2025-11-15,0.66,1024,0,,,2026-01-06
10905,25-34,M,NA,pt,Enterprise,2025-01-01,Monthly,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.8.2,b3639,gpt-4o,2025-11-15,0.99,512,1,,,2026-01-06
10906,25-34,M,NA,en,Free,2025-12-10,None,text,phone,ios,iPhone 14,iOS 17,v1.8.7,b7455,gpt-4o-mini,2025-10-20,0.76,256,1,,,2026-01-06
10907,25-34,M,APAC,de,Plus,2024-08-24,Monthly,voice,laptop,macbook,MacBook Pro 14,macOS 13,v1.8.2,b4470,gpt-4o,2025-11-15,0.52,512,0,voice_latency_optim_v1,treatment,2026-01-06
10908,18-24,F,NA,hi,Plus,2025-08-01,Monthly,text,phone,ios,iPhone 14,iOS 17,v1.9.1,b9263,gpt-4o,2025-11-15,0.86,512,0,,,2026-01-06
10909,55+,M,NA,en,Free,2025-01-24,None,click,phone,ios,iPhone 12,iOS 16,v1.9.0,b7397,gpt-4.1-mini,2025-12-01,0.64,1024,0,,,2026-01-06
10910,25-34,M,NA,en,Free,2025-09-29,None,voice,phone,ios,iPhone 15,iOS 17,v1.8.7,b7014,gpt-4o,2025-11-15,0.44,1024,1,voice_latency_optim_v1,treatment,2026-01-06
10911,35-44,F,NA,en,Free,2024-12-09,None,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.8.2,b7831,gpt-4o,2025-11-15,0.84,512,1,,,2026-01-06
10912,18-24,F,EU,en,Team,2024-02-04,Annual,click,phone,ios,iPhone 12,iOS 17,v1.9.0,b2949,gpt-4o,2025-11-15,0.76,512,1,,,2026-01-06
10913,25-34,F,EU,es,Enterprise,2025-03-15,Monthly,text,phone,android,Pixel 7,Android 13,v1.7.9,b7434,gpt-4o,2025-11-15,1.05,1024,1,,,2026-01-06
10914,18-24,F,NA,en,Plus,2024-11-25,Monthly,text,phone,ios,iPhone 15,iOS 17,v1.9.0,b2842,gpt-4o-mini,2025-10-20,0.73,512,1,,,2026-01-06
10915,25-34,M,NA,en,Plus,2025-05-10,Monthly,text,laptop,macbook,MacBook Air M2,macOS 14,v1.8.7,b7194,gpt-4o,2025-11-15,0.58,512,0,,,2026-01-06
10916,25-34,M,APAC,pt,Enterprise,2025-04-29,Monthly,voice,phone,ios,iPhone 12,iOS 17,v1.8.7,b5942,gpt-4o,2025-11-15,0.86,512,1,voice_latency_optim_v1,control,2026-01-06
10917,35-44,F,APAC,en,Plus,2024-08-02,Monthly,text,phone,android,Galaxy S22,Android 14,v1.8.2,b7551,gpt-4.1-mini,2025-12-01,0.83,512,1,,,2026-01-06
10918,25-34,F,EU,en,Free,2025-11-19,None,text,laptop,macbook,MacBook Air M2,macOS 14,v1.9.0,b6947,gpt-4.1-mini,2025-12-01,0.86,1024,1,,,2026-01-06
10919,55+,M,APAC,fr,Free,2024-01-23,None,voice,laptop,macbook,MacBook Pro 16,macOS 13,v1.8.2,b6982,gpt-4.1-mini,2025-12-01,0.49,1024,1,voice_latency_optim_v1,treatment,2026-01-06
10920,55+,F,EU,en,Team,2025-11-01,Monthly,click,phone,android,Pixel 6,Android 14,v1.9.1,b8226,gpt-4o,2025-11-15,0.98,256,1,,,2026-01-06
10921,35-44,F,NA,en,Free,2025-02-14,None,voice,phone,ios,iPhone 12,iOS 17,v1.8.2,b4327,gpt-4o,2025-11-15,0.75,1024,1,voice_latency_optim_v1,treatment,2026-01-06
10922,45-54,F,NA,en,Free,2025-10-17,None,voice,laptop,macbook,MacBook Air M1,macOS 14,v1.8.7,b4542,gpt-4o,2025-11-15,0.65,1024,1,voice_latency_optim_v1,treatment,2026-01-06
10923,25-34,M,APAC,es,Free,2025-01-08,None,text,phone,android,Pixel 7,Android 14,v1.9.0,b3826,gpt-4.1-mini,2025-12-01,0.49,512,1,,,2026-01-06
10924,35-44,M,NA,en,Plus,2024-01-25,Monthly,voice,phone,ios,iPhone 12,iOS 16,v1.8.7,b7481,gpt-4o,2025-11-15,0.89,2048,1,,,2026-01-06
10925,25-34,M,NA,es,Free,2025-09-20,None,click,laptop,macbook,MacBook Air M1,macOS 13,v1.8.7,b1004,gpt-4o-mini,2025-10-20,0.6,512,0,,,2026-01-06
10926,45-54,F,APAC,pt,Team,2024-05-12,Monthly,text,laptop,macbook,MacBook Air M1,macOS 14,v1.9.1,b2651,gpt-4o-mini,2025-10-20,0.63,2048,1,,,2026-01-06
10927,18-24,F,NA,hi,Team,2024-03-11,Monthly,text,laptop,macbook,MacBook Air M2,macOS 13,v1.9.0,b1204,gpt-4o,2025-11-15,0.7,512,1,,,2026-01-06
10928,35-44,M,NA,es,Team,2025-07-27,Monthly,voice,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.9.0,b5258,gpt-4.1-mini,2025-12-01,0.73,1024,0,,,2026-01-06
10929,18-24,F,NA,en,Plus,2024-03-26,Monthly,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.9.0,b6585,gpt-4o,2025-11-15,0.53,512,1,,,2026-01-06
10930,55+,M,EU,en,Plus,2025-12-23,Monthly,text,phone,ios,iPhone 13,iOS 17,v1.7.9,b3356,gpt-4o-mini,2025-10-20,0.73,1024,1,,,2026-01-06
10931,45-54,F,APAC,es,Free,2024-05-07,None,text,phone,android,Pixel 7,Android 13,v1.8.7,b3159,gpt-4o-mini,2025-10-20,0.81,256,0,,,2026-01-06
10932,25-34,F,NA,en,Free,2024-04-11,None,click,phone,ios,iPhone 14,iOS 16,v1.8.7,b2702,gpt-4o,2025-11-15,0.63,1024,1,,,2026-01-06
